Address,Longitude,Latitude,Landlord,Neighbourhood,Apartment Building,Apartment Building Property Type,Apartment Building Property Management,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By,Rooming House,Rooming House Status
10 St Dennis Dr,-79.336309,43.717216,10-12 St Dennis Drive Ltd,Flemingdon Park,TRUE,Privately owned,10-12 St Dennis Drive Ltd,1967,2017,325,9,2020-12-03,76,FALSE,,FALSE,,,FALSE,
45 Gamble Ave,-79.352475,43.689448,Connaught Yonge Square Limited,Broadview North,TRUE,Privately owned,Connaught Yonge Square Limited,1974,2017,49,6,2020-12-09,82,FALSE,,FALSE,,,FALSE,
85 Gamble Ave,-79.3508849,43.689803,Qres V (Property) Inc,Broadview North,TRUE,Privately owned,Unknown,1961,2017,81,6,2019-12-17,86,TRUE,2017-03-20,TRUE,2018,1.45%,FALSE,
95 Gamble Ave,-79.3498837,43.6899259,Qres V (Property) Inc,Broadview North,TRUE,Privately owned,Brikhaus Management Inc,1961,2017,94,6,2018-12-18,87,TRUE,2017-03-21,FALSE,,,FALSE,
100 Cosburn Ave,-79.350035,43.689432,Imh 100 Cosburn Ltd,Broadview North,TRUE,Privately owned,Greenwin Corp.,1961,2017,140,7,2018-12-14,89,FALSE,,FALSE,,,FALSE,
20 Gamble Ave,-79.353716,43.689802,Ranee Management,Broadview North,TRUE,Privately owned,Ranee Management,1964,2017,213,12,2020-12-10,87,TRUE,2020-01-08,FALSE,,,FALSE,
1000 Broadview Ave,-79.3577085,43.6828712,Unknown,Broadview North,TRUE,Privately owned,Westdale Properties,1969,2017,110,18,2019-02-01,89,FALSE,,FALSE,,,FALSE,
120 Torresdale Ave,-79.455069,43.777689,Murjay Construction Ltd,Westminster-Branson,TRUE,Privately owned,Oxford Properties Group,1978,2017,246,16,2019-11-07,85,TRUE,2017-11-10,FALSE,,,FALSE,
1 Wilmington Ave,-79.451945,43.7530251,Crojan Investments Inc,Bathurst Manor,TRUE,Privately owned,Unknown,1959,2017,11,3,2020-10-13,76,FALSE,,FALSE,,,FALSE,
601 Finch Ave W,-79.451612,43.770597,Elm Place Inc,Westminster-Branson,TRUE,Privately owned,Unknown,1969,2017,170,14,2021-04-28,64,TRUE,2017-03-31,FALSE,,,FALSE,
4866 Bathurst St,-79.443181,43.7716038,Imh 4866 Bathurst Ltd,Westminster-Branson,TRUE,Privately owned,Unknown,1963,2017,81,10,2019-11-07,79,TRUE,"2018-05-03, 2017-09-06, 2016-12-20",TRUE,2018,0.69%,FALSE,
312 Douglas Ave,-79.4167251,43.7238651,Douglas Avenue Investments Ltd,Bedford Park-Nortown,TRUE,Privately owned,Avenue Road Investment Limited,1951,2017,11,3,2021-04-28,64,FALSE,,FALSE,,,FALSE,
80 Clouston Ave,-79.5084368,43.6945358,Unknown,Weston,TRUE,Privately owned,Qhn Corporation,1968,2017,17,3,2020-11-12,89,FALSE,,FALSE,,,FALSE,
1860 Jane St,-79.5057397,43.7087631,849694 Ontario Limited,Weston,TRUE,Privately owned,Ez Property Management Ltd,1954,2018,40,4,2021-04-21,74,FALSE,,FALSE,,,FALSE,
131 Woodward Ave,-79.5081944,43.7094072,Kinsale Investments Limited,Weston,TRUE,Privately owned,Kinsale Investments Ltd,1954,2019,10,3,2019-11-05,68,FALSE,,FALSE,,,FALSE,
29 Church St,-79.5234562,43.7037528,Korce Group Ltd,Weston,TRUE,Privately owned,Unknown,1963,2017,63,10,2021-04-14,74,FALSE,,FALSE,,,FALSE,
1901 Weston Rd,-79.5165,43.700408,Unknown,Weston,TRUE,Toronto Community Housing,Unknown,1973,2017,400,17,2019-11-05,71,FALSE,,FALSE,,,FALSE,
5005 Dundas St W,-79.5307207,43.6460564,Toronto Community Housing,Islington-City Centre West,TRUE,Toronto Community Housing,Del Managment,1962,2017,255,19,2021-05-12,69,FALSE,,FALSE,,,FALSE,
7 Capri Rd,-79.5640436,43.6527061,Toronto Community Housing,Islington-City Centre West,TRUE,Toronto Community Housing,Del Managment,1973,2017,275,20,2020-10-20,78,FALSE,,FALSE,,,FALSE,
46 Panorama Crt,-79.578425,43.748256,Glen Park Estates Ltd,Mount Olive-Silverstone-Jamestown,TRUE,Privately owned,H&R Property Management,1974,2017,222,19,2019-10-28,66,TRUE,2016-11-24,TRUE,2018,0.9%,FALSE,
180 Sackville St,-79.362641,43.658529,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,TCH,2015,2017,83,9,2020-10-28,94,FALSE,,FALSE,,,FALSE,
65 High Park Ave,-79.465589,43.655948,Unknown,High Park North,TRUE,Privately owned,Vertica Resident Services,1969,2017,321,23,2019-10-31,76,FALSE,,FALSE,,,FALSE,
184 River St,-79.3591532,43.6628715,Unknown,Regent Park,TRUE,Toronto Community Housing,TCH,2006,2017,54,3,2020-11-10,61,FALSE,,FALSE,,,FALSE,
220 Redpath Ave,-79.394335,43.710954,220 Redpath Inc,Mount Pleasant West,TRUE,Privately owned,Westdale Properties,2008,2017,72,8,2019-10-29,94,FALSE,,FALSE,,,FALSE,
49 Thorncliffe Park Dr,-79.342324,43.701955,Morguard Corporation,Thorncliffe Park,TRUE,Privately owned,Morguard Nar Canada L.p,1968,2017,400,20,2020-11-24,85,FALSE,,FALSE,,,FALSE,
42 Thorncliffe Park Dr,-79.3437033,43.7022065,42 Thorncliffe Park Drive Inc,Thorncliffe Park,TRUE,Privately owned,Monterey Park Inc.,1962,2017,60,6,2019-10-31,75,TRUE,2017-12-27,FALSE,,,FALSE,
36 Thorncliffe Park Dr,-79.344589,43.702723,Craigmore Construction,Thorncliffe Park,TRUE,Privately owned,Unknown,1959,2017,70,6,2020-11-24,79,FALSE,,FALSE,,,FALSE,
6 Grandstand Pl,-79.3452596,43.7036225,Centurion Property Associates Inc,Thorncliffe Park,TRUE,Privately owned,Unknown,1958,2017,60,6,2019-10-30,87,TRUE,"2019-09-25, 2016-03-11",FALSE,,,FALSE,
12 Thorncliffe Park Dr,-79.3482626,43.7045403,Toronto Community Housing,Thorncliffe Park,TRUE,Toronto Community Housing,Unknown,1988,2017,219,11,2021-04-27,68,FALSE,,FALSE,,,FALSE,
595 Brookdale Ave,-79.429346,43.724273,Unknown,Bedford Park-Nortown,TRUE,Privately owned,Lloyd Zerker Realty Limited,1970,2017,47,7,2020-12-07,78,FALSE,,FALSE,,,FALSE,
211 Wilson Ave,-79.4255768,43.7387628,High Value Consultants Limited,Bedford Park-Nortown,TRUE,Privately owned,High Value Consultants Ltd,1960,2017,26,3,2020-12-15,79,FALSE,,FALSE,,,FALSE,
193 Wilson Ave,-79.4226753,43.7392996,Toronto Community Housing,Bedford Park-Nortown,TRUE,Toronto Community Housing,Unknown,1982,2017,125,5,2019-11-19,79,FALSE,,FALSE,,,FALSE,
166 Wilson Ave,-79.420906,43.740393,Imh 166 Wilson Ltd,Bedford Park-Nortown,TRUE,Privately owned,Cogir Management Corporation,1950,2017,60,4,2019-01-15,91,TRUE,"2017-08-11, 2016-07-29",TRUE,2017,0.96%,FALSE,
2181 Avenue Rd,-79.421313,43.741848,Unknown,Bedford Park-Nortown,TRUE,Privately owned,Cogir Management Corporation,1950,2017,64,4,2020-12-15,87,FALSE,,FALSE,,,FALSE,
2222 Weston Rd,-79.5276769,43.7038363,Starlight Investments,Weston,TRUE,Privately owned,Cogir Management Corporation,1961,2017,65,6,2019-11-05,87,TRUE,"2018-05-10, 2017-07-31",FALSE,,,FALSE,
2220 Weston Rd,-79.5272811,43.703596,Starlight Investments,Weston,TRUE,Privately owned,Cogir Management Corporation,1961,2017,93,6,2019-11-05,87,TRUE,"2018-05-09, 2017-07-31",FALSE,,,FALSE,
230 Woolner Ave,-79.493466,43.672168,Tivoli Towers Inc,Rockcliffe-Smythe,TRUE,Privately owned,Tivoli Towers,1960,2017,130,9,2019-11-06,74,FALSE,,FALSE,,,FALSE,
1061 Weston Rd,-79.4863998,43.6857188,Unknown,Mount Dennis,TRUE,Privately owned,Unknown,1952,2019,11,3,2021-04-15,67,FALSE,,FALSE,,,FALSE,
31 Rockcliffe Blvd,-79.4909277,43.6813003,Car Park Management Services Limited,Rockcliffe-Smythe,TRUE,Privately owned,Unknown,1960,2017,39,3,2020-12-02,79,FALSE,,FALSE,,,FALSE,
15 Gray Ave,-79.493075,43.681175,Norcap Properties Inc,Rockcliffe-Smythe,TRUE,Privately owned,Norcap Properties Inc.,1958,2017,17,3,2020-11-26,81,FALSE,,FALSE,,,FALSE,
890 Jane St,-79.4963488,43.676591,Fleetwood Enterprises Ltd,Rockcliffe-Smythe,TRUE,Privately owned,Monterey Park Inc.,1973,2017,146,15,2019-12-05,75,TRUE,2019-11-05,FALSE,,,FALSE,
325 Gerrard St E,-79.3655085,43.6621117,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,TCH,1980,2017,72,6,2019-12-03,58,FALSE,,FALSE,,,FALSE,
31-33 Glen Everest Rd,-79.2522959,43.7005853,Pogacar Holdings Ltd,Birchcliffe-Cliffside,TRUE,Privately owned,Unknown,1971,2017,22,3,2020-11-17,73,FALSE,,FALSE,,,FALSE,
2560 Kingston Rd,-79.2474809,43.7129107,W J Construction Ltd,Cliffcrest,TRUE,Privately owned,Wj Properties,1967,2017,201,17,2019-11-20,85,TRUE,2018-04-12,FALSE,,,FALSE,
10 Macey Ave,-79.2871188,43.6922828,10 Macey Inc,Oakridge,TRUE,Privately owned,Metcap Living Management Inc,1969,2017,255,16,2020-11-20,65,TRUE,2016-11-23,TRUE,2017,0.14%,FALSE,
1477 Bayview Ave,-79.37384,43.703116,1330192 Ontario Inc,Leaside-Bennington,TRUE,Privately owned,Unknown,1941,2017,105,3,2019-11-01,74,TRUE,2018-07-27,FALSE,,,FALSE,
892 Eglinton Ave E,-79.3641214,43.7140398,Lynn-Laird Apartments Limited,Leaside-Bennington,TRUE,Privately owned,Unknown,1961,2017,37,4,2019-10-30,85,FALSE,,FALSE,,,FALSE,
1770 Wilson Ave,-79.5173246,43.7193042,Wilson Property Holdings Inc,Downsview-Roding-CFB,TRUE,Privately owned,Unknown,1954,2017,31,3,2021-04-20,63,FALSE,,FALSE,,,FALSE,
4109 Bathurst St,-79.4358653,43.7464182,Royal Downs Development Limited,Lansing-Westgate,TRUE,Privately owned,Unknown,1950,2017,10,3,2021-04-16,63,FALSE,,FALSE,,,FALSE,
4141 Bathurst St,-79.436242,43.748044,4141 Bathurst Ltd,Lansing-Westgate,TRUE,Privately owned,Unknown,1959,2017,30,3,2020-12-10,92,TRUE,"2019-07-04, 2018-10-01",FALSE,,,FALSE,
5430 Yonge St,-79.4152216,43.7759737,Toronto Community Housing,Willowdale West,TRUE,Toronto Community Housing,Unknown,1986,2017,239,14,2018-01-09,76,FALSE,,FALSE,,,FALSE,
4981 Bathurst St,-79.4431385,43.776253,Imh 4979-4981 Bathurst Ltd,Newtonbrook West,TRUE,Privately owned,Unknown,1959,2017,96,6,2019-11-06,90,FALSE,,FALSE,,,FALSE,
5754 Yonge St,-79.416835,43.78335,Desjardins Financial Security Life Assurance Company,Newtonbrook West,TRUE,Privately owned,Falco Properties,1970,2017,118,12,2019-01-11,89,TRUE,2019-01-04,FALSE,,,FALSE,
2688 Bloor St W,-79.4971174,43.6503164,Orchard Apartments (Bloor) Inc,Kingsway South,TRUE,Privately owned,Orchard Apartments (Bloor) Inc,1949,2017,21,4,2020-11-04,77,FALSE,,FALSE,,,FALSE,
2690 Bloor St W,-79.4973665,43.6503348,Orchard Apartments (Bloor) Inc,Kingsway South,TRUE,Privately owned,Orchard Apartments (Bloor) Inc,1949,2017,18,4,2020-11-04,75,FALSE,,FALSE,,,FALSE,
773 The Queensway,-79.5051243,43.6254584,Lesmark Development Ltd,Stonegate-Queensway,TRUE,Social housing,Greenwin Inc.,1993,2017,63,3,2019-10-29,87,FALSE,,FALSE,,,FALSE,
800 Royal York Rd,-79.5079028168117,43.6380579329283,Norseman Apartments Ltd,Stonegate-Queensway,TRUE,Privately owned,Summa Property Management,1965,2017,60,6,2019-10-29,76,FALSE,,FALSE,,,FALSE,
8 Lomond Dr,-79.5227557,43.6463479,Blackhill Development Ltd,Islington-City Centre West,TRUE,Privately owned,E. Manson Investments Limited,1973,2017,183,24,2020-11-12,79,FALSE,,FALSE,,,FALSE,
2493 Lake Shore Blvd W,-79.4879244,43.6123826,Homestead Land Holdings Ltd,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Unknown,1961,2017,151,8,2019-11-01,84,TRUE,2020-01-03,TRUE,2017,0.3%,FALSE,
121 Parkway Forest Dr,-79.3407071,43.775379,Unknown,Henry Farm,TRUE,Privately owned,Greenwin Inc.,2006,2017,232,14,2019-11-18,91,FALSE,,FALSE,,,FALSE,
2323 Lake Shore Blvd W,-79.4866754,43.616938,Shoreline Towers Inc,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Unknown,1960,2017,133,10,2019-11-01,81,TRUE,2019-04-08,FALSE,,,FALSE,
35 Cedarcroft Blvd,-79.448233,43.782863,35 Cedarcroft Boulevard Limited,Westminster-Branson,TRUE,Privately owned,35 Cedarcroft Boulevard Ltd,1967,2017,207,13,2020-10-28,71,FALSE,,FALSE,,,FALSE,
101 Marlee Ave,-79.4404757,43.7014719,Myrt-El Inc,Forest Hill North,TRUE,Privately owned,Canal Property Management,1955,2017,58,6,2020-12-15,79,TRUE,"2019-05-09, 2017-03-14",FALSE,,,FALSE,
1215 Bayview Ave,-79.3716056,43.6972741,Modpro Investment Corporation,Leaside-Bennington,TRUE,Privately owned,Unknown,1940,2017,38,4,2018-12-27,92,FALSE,,FALSE,,,FALSE,
2701 Eglinton Ave W,-79.4775006,43.6893547,Gf 2701 Eglinton Avenue West Ltd,Keelesdale-Eglinton West,TRUE,Privately owned,Unknown,1953,2019,49,4,2019-11-06,75,FALSE,,FALSE,,,FALSE,
77 Gerrard St W,-79.3853824,43.6582749,Unknown,Bay Street Corridor,TRUE,Privately owned,Bentallgreenoak (Canada) Lp,1973,2017,220,22,2019-11-26,95,FALSE,,FALSE,,,FALSE,
2412 Queen St E,-79.2794744,43.6748736,Unknown,Birchcliffe-Cliffside,TRUE,Privately owned,Unknown,1957,2017,17,3,2020-11-04,76,FALSE,,FALSE,,,FALSE,
2440 Queen St E,-79.2785088,43.6751761,Porta Holdings Limited,Birchcliffe-Cliffside,TRUE,Privately owned,Imperra General Managment,1970,2017,24,6,2019-11-19,83,FALSE,,FALSE,,,FALSE,
10 Glen Everest Rd,-79.2547811,43.6993333,Toronto Community Housing,Birchcliffe-Cliffside,TRUE,Toronto Community Housing,Unknown,1970,2017,350,17,2021-04-13,82,FALSE,,FALSE,,,FALSE,
160 Balmoral Ave,-79.401004,43.6844973,Csg Apartments Limited,Casa Loma,TRUE,Privately owned,Glen Corporation,1965,2017,89,12,2019-11-27,80,TRUE,"2020-12-22, 2019-07-24, 2018-03-05",TRUE,2018,0.2%,FALSE,
55 The Esplanade,-79.3739398,43.6463672,Toronto Community Housing,Waterfront Communities-The Island,TRUE,Toronto Community Housing,Unknown,1983,2017,166,12,2021-04-28,78,FALSE,,FALSE,,,FALSE,
85 The Esplanade,-79.3729635,43.6473229,Old York Tower Non-Profit Seniors Housing,Waterfront Communities-The Island,TRUE,Social housing,Affordable Property Management,1997,2017,128,7,2019-11-26,80,FALSE,,FALSE,,,FALSE,
2 Market St,-79.3715156,43.6472251,New Hibret Co-Operative Homes Inc,Waterfront Communities-The Island,TRUE,Social housing,Unknown,1997,,141,10,2021-04-28,81,FALSE,,FALSE,,,FALSE,
147 Queen St E,-79.3726777,43.6535763,Unknown,Moss Park,TRUE,Social housing,Fred Victor Centre,1900,2017,76,7,2021-04-28,76,FALSE,,FALSE,,,FALSE,
95 Lawton Blvd,-79.3964591,43.6933489,Lawton Apartments Inc,Yonge-St.Clair,TRUE,Privately owned,Cromwell Management Inc.,1965,2017,60,7,2020-12-09,73,FALSE,,FALSE,,,FALSE,
23 Lascelles Blvd,-79.3985423,43.6954864,O'shanter Development Company Ltd,Yonge-St.Clair,TRUE,Privately owned,Unknown,1957,2017,235,18,2019-11-28,87,TRUE,2017-06-06,FALSE,,,FALSE,
190 John St,-79.3918806,43.650972,Toronto Community Housing,Kensington-Chinatown,TRUE,Toronto Community Housing,Unknown,1992,2017,26,4,2019-11-25,80,FALSE,,FALSE,,,FALSE,
50 Stephanie St,-79.39217,43.651484,Bernada Properties,Kensington-Chinatown,TRUE,Privately owned,Bernada Properties,1966,2017,284,24,2020-12-10,84,FALSE,,FALSE,,,FALSE,
25 Mutual St,-79.374341,43.654354,Toronto Community Housing,Church-Yonge Corridor,TRUE,Toronto Community Housing,Greenwin,1983,2017,97,11,2020-11-04,70,FALSE,,FALSE,,,FALSE,
780 Eglinton Ave W,-79.4227023,43.7019641,Hollyburn Properties Limited,Forest Hill North,TRUE,Privately owned,Hollyburn Properties Ltd.,1952,2017,87,7,2019-11-21,81,TRUE,"2018-12-10, 2017-05-09",FALSE,,,FALSE,
790 Eglinton Ave W,-79.4236,43.701691,Toronto Community Housing,Forest Hill North,TRUE,Toronto Community Housing,Unknown,1941,2017,57,4,2019-11-21,69,FALSE,,FALSE,,,FALSE,
655 Briar Hill Ave,-79.4274042,43.7075798,Mountrealco Inc,Forest Hill North,TRUE,Privately owned,Unknown,1967,2017,36,4,2020-10-29,83,TRUE,2019-06-10,FALSE,,,FALSE,
668 Roselawn Ave,-79.424616,43.705895,Dorothy Klein Seniors Housing Inc,Forest Hill North,TRUE,Social housing,G,1988,2017,125,9,2019-11-21,77,FALSE,,FALSE,,,FALSE,
665 Roselawn Ave,-79.424876,43.705081,Tcr 2008 Equities Inc,Forest Hill North,TRUE,Privately owned,Unknown,1959,2017,87,5,2020-10-28,89,FALSE,,FALSE,,,FALSE,
88 Erskine Ave,-79.396017,43.712343,Verdiroc Holdings Ltd,Mount Pleasant West,TRUE,Privately owned,Greenwin Inc.,1970,2017,491,27,2019-10-29,83,TRUE,2018-02-06,TRUE,2018,1.45%,FALSE,
77 Pembroke St,-79.3723532,43.6589439,Unknown,Moss Park,TRUE,Privately owned,Victorian Rentals Limited,1896,2017,16,4,2020-10-28,69,FALSE,,FALSE,,,FALSE,
95 Pembroke St,-79.3726419,43.6595619,Unknown,Moss Park,TRUE,Privately owned,Victorian Rentals Limited,1885,2017,19,3,2020-12-20,80,FALSE,,FALSE,,,FALSE,
80 Dundas St E,-79.377817,43.656571,Unknown,Church-Yonge Corridor,TRUE,Social housing,Unknown,1995,2017,138,15,2019-12-02,76,FALSE,,FALSE,,,FALSE,
115 Eglinton Ave W,-79.4021812,43.7056949,Unknown,Yonge-Eglinton,TRUE,Privately owned,Unknown,1950,2017,18,3,2019-02-25,64,FALSE,,FALSE,,,FALSE,
107 Roselawn Ave,-79.4024833,43.7100111,Tcr 2008 Equities Inc,Yonge-Eglinton,TRUE,Privately owned,Unknown,1954,2017,21,4,2020-10-28,76,FALSE,,FALSE,,,FALSE,
487 Duplex Ave,-79.4005325,43.7101176,Duo Courts Limited,Yonge-Eglinton,TRUE,Privately owned,Ds Management,1900,2017,36,3,2020-11-05,85,FALSE,,FALSE,,,FALSE,
155 Wellesley St E,-79.375376,43.666257,Starlight Investments Ltd,Cabbagetown-South St.James Town,TRUE,Privately owned,Metcap Living Management Inc.,1966,2017,118,18,2019-12-03,95,FALSE,,FALSE,,,FALSE,
32 Grenville St,-79.3853346,43.6619309,Unknown,Bay Street Corridor,TRUE,Social housing,Loft Community Services,1900,2017,50,12,2019-12-03,91,FALSE,,FALSE,,,FALSE,
14 Chatsworth Dr,-79.4025712,43.722356,14 Chatsworth Drive Limited,Lawrence Park South,TRUE,Privately owned,Unknown,1936,2017,41,4,2019-11-20,79,FALSE,,FALSE,,,FALSE,
3000 Yonge St,-79.4023699,43.7237729,O'shanter Development Company Ltd,Lawrence Park South,TRUE,Privately owned,Unknown,1955,2017,272,12,2019-11-20,85,TRUE,2020-01-02,FALSE,,,FALSE,
100 Goodwood Park Crt,-79.2968855,43.6954624,Goodwood Apartments Limited,Taylor-Massey,TRUE,Privately owned,Ranee Management,1956,2017,102,6,2019-12-09,94,TRUE,2019-04-24,FALSE,,,FALSE,
137 Isabella St,-79.376716,43.669078,137 Isabella Street Limited,North St.James Town,TRUE,Privately owned,Pinedale Properties Ltd,1960,2017,56,7,2019-12-03,86,FALSE,,FALSE,,,FALSE,
10 Huntley St,-79.3782167,43.6686042,Glen-Huntley Holdings Limited,North St.James Town,TRUE,Privately owned,Glen Corporation,1960,2017,116,20,2020-11-19,85,FALSE,,FALSE,,,FALSE,
2920 St Clair Ave E,-79.3002017,43.7084805,Unknown,O'Connor-Parkview,TRUE,Privately owned,Owner,1956,2017,15,4,2020-11-18,79,FALSE,,FALSE,,,FALSE,
195 Barrington Ave,-79.3029438,43.6948901,Hightower Investments Limited,Taylor-Massey,TRUE,Privately owned,Ranee Management,1967,2017,250,17,2019-12-09,86,FALSE,,FALSE,,,FALSE,
100 Gloucester St,-79.379842,43.668042,Gloucester Development Corp,Church-Yonge Corridor,TRUE,Privately owned,Unknown,1960,2017,212,11,2020-11-19,72,FALSE,,FALSE,,,FALSE,
55 Isabella St,-79.383087,43.667795,Grace Management Inc,Church-Yonge Corridor,TRUE,Privately owned,Cromwell Management Inc.,1965,2017,82,12,2019-12-03,71,FALSE,,FALSE,,,FALSE,
55 Charles St E,-79.383491,43.668843,Mod Developments (Charles) Inc,Church-Yonge Corridor,TRUE,Privately owned,Reitter Management Corporation,1958,2017,75,9,2019-11-27,79,FALSE,,FALSE,,,FALSE,
44 Huntley St,-79.3789468,43.6700599,1086408 Ontario Ltd,North St.James Town,TRUE,Privately owned,Unknown,1915,2017,26,3,2019-12-03,73,FALSE,,FALSE,,,FALSE,
841 Queen St E,-79.3438597,43.6600395,Unknown,South Riverdale,TRUE,Social housing,Unknown,1988,2017,36,3,2021-04-23,62,FALSE,,FALSE,,,FALSE,
40 High Park Ave,-79.466353,43.654876,High Park Bavyew Inc,High Park North,TRUE,Privately owned,Gwlra Residential,1969,2017,331,20,2019-10-31,73,FALSE,,FALSE,,,FALSE,
29 Spencer Ave,-79.4291232,43.6349115,29 Spencer Ave Inc #8009433,South Parkdale,TRUE,Privately owned,Unknown,1959,2017,54,6,2020-10-28,70,FALSE,,FALSE,,,FALSE,
434 Gerrard St E,-79.3614185,43.6634212,Homes First Society,Cabbagetown-South St.James Town,TRUE,Social housing,Homes First Society,1891,2017,16,3,2019-12-05,77,FALSE,,FALSE,,,FALSE,
330 Gerrard St E,-79.3653894,43.6626109,Toronto Community Housing,Cabbagetown-South St.James Town,TRUE,Toronto Community Housing,Unknown,1976,2017,81,7,2020-11-03,71,FALSE,,FALSE,,,FALSE,
55 Bleecker St,-79.372192,43.664382,Toronto Community Housing,Cabbagetown-South St.James Town,TRUE,Toronto Community Housing,Unknown,1980,2017,260,14,2020-11-03,72,FALSE,,FALSE,,,FALSE,
433 Sherbourne St,-79.3734592,43.6654123,1281618 Ontario Limited,Cabbagetown-South St.James Town,TRUE,Privately owned,1281618 Ontario Limited,1934,2017,48,4,2019-02-12,80,TRUE,2016-04-22,FALSE,,,FALSE,
130 Tyndall Ave,-79.4294583,43.6378694,Urez Holdings Limited,South Parkdale,TRUE,Privately owned,Tyndall Manor,1957,2017,37,5,2020-12-10,80,FALSE,,FALSE,,,FALSE,
60 Tyndall Ave,-79.4287192,43.6358871,40 & 60 Tyndall Avenue (Ari) Ltd,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc.,1959,2017,69,9,2019-11-04,77,TRUE,"2017-12-07, 2016-12-12",FALSE,,,FALSE,
131 Dunn Ave,-79.4320706,43.6359081,Dsm Investment Group Limited,South Parkdale,TRUE,Privately owned,Dsm Investment Group Limited,1931,2017,29,3,2019-11-04,71,FALSE,,FALSE,,,FALSE,
95 Jameson Ave,-79.4349044,43.6354054,Akelius Canada Ltd,South Parkdale,TRUE,Privately owned,Akelius Canada Ltd,1956,2018,66,9,2020-10-30,70,FALSE,,FALSE,,,FALSE,
109 Jameson Ave,-79.4351423,43.6357774,796105 Ontario Limited,South Parkdale,TRUE,Privately owned,Jameson Ave Rental Inc,1968,2017,118,7,2021-04-27,62,TRUE,2016-01-07,FALSE,,,FALSE,
451 Bloor St E,-79.3745817,43.6719753,Briar Patch Holdings Inc,North St.James Town,TRUE,Privately owned,Ez Property Management Ltd,1948,2018,41,6,2019-01-24,80,FALSE,,FALSE,,,FALSE,
939-941 Wilson Ave,-79.4715862,43.7292292,1803940 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,None,1953,2017,16,3,2019-01-22,72,FALSE,,FALSE,,,FALSE,
923-925 Wilson Ave,-79.4689432,43.7298279,592182 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,592182 Ontario Limited,1960,2017,23,3,2020-10-15,76,TRUE,2021-02-18,FALSE,,,FALSE,
1533 Wilson Ave,-79.5067406,43.7206174,2585277 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,2585277 Ontario Limited,1960,2017,42,4,2019-11-18,76,FALSE,,FALSE,,,FALSE,
1505 Wilson Ave,-79.5055988,43.7207981,Wilson Kennedy Holdings Inc,Downsview-Roding-CFB,TRUE,Privately owned,Unknown,1958,2017,55,4,2019-11-18,73,TRUE,2017-12-28,FALSE,,,FALSE,
1491 Wilson Ave,-79.5047295,43.7210611,2563698 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,Canal Property Management,1971,2017,40,4,2020-10-14,85,TRUE,2017-01-10,FALSE,,,FALSE,
1395 Wilson Ave,-79.5008148,43.7215159,2725299 Ontario Inc,Downsview-Roding-CFB,TRUE,Privately owned,Martin Terrace Investments,1958,2017,35,4,2019-11-18,86,FALSE,,FALSE,,,FALSE,
1393 Wilson Ave,-79.5003326,43.7217094,2127071 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,2127071 Ontario Limited,1960,2017,82,4,2019-01-16,88,TRUE,2018-06-05,FALSE,,,FALSE,
1391 Wilson Ave,-79.4996567,43.7217722,2331304 Ontario Limited,Downsview-Roding-CFB,TRUE,Privately owned,2331304 Ontario Limited,1960,2017,36,4,2019-11-18,76,FALSE,,FALSE,,,FALSE,
56 Eccleston Dr,-79.31988,43.727134,Akelius Canada Ltd,Victoria Village,TRUE,Privately owned,Akelius Canada Ltd,1958,2017,60,4,2020-11-27,85,FALSE,,FALSE,,,FALSE,
